Date / Time,Temperature [C],DissolvedOxygen [mg/l],Time (s) Run 1,pH Run 3,Voltage (mV) Run 3,Conductivity (µS/cm) Run 1
4/13/2022 19:33,16.1,541.41,4680,7.84,-53,680.7
4/13/2022 19:35,16.1,540.88,4800,7.84,-53,680
4/13/2022 19:37,16.1,540.61,4920,7.83,-52,679.7
4/13/2022 19:39,16,540.61,5040,7.83,-52,679.7
4/13/2022 19:41,16,540.35,5160,7.83,-52,679.3
4/13/2022 19:43,16,540.08,5280,7.83,-52,679
4/13/2022 19:45,16,539.82,5400,7.84,-53,678.7
4/13/2022 19:47,16,539.82,5520,7.84,-53,678.7
4/13/2022 19:49,16,539.29,5640,7.83,-52,678
4/13/2022 19:51,15.9,539.29,5760,7.83,-52,678
4/13/2022 19:53,15.9,538.76,5880,7.84,-53,677.3
4/13/2022 19:55,15.9,538.23,6000,7.84,-53,676.7
4/13/2022 19:57,15.9,537.96,6120,7.84,-53,676.3
4/13/2022 19:59,15.9,538.23,6240,7.83,-52,676.7
4/13/2022 20:01,15.8,537.7,6360,7.79,-50,676
4/13/2022 20:03,15.8,537.7,6480,7.83,-52,676
4/13/2022 20:05,15.8,537.43,6600,7.83,-52,675.7
4/13/2022 20:07,15.8,537.16,6720,7.83,-52,675.3
4/13/2022 20:09,15.8,536.63,6840,7.83,-52,674.7
4/13/2022 20:11,15.7,537.16,6960,7.81,-51,675.3
4/13/2022 20:13,15.7,536.63,7080,7.83,-52,674.7
4/13/2022 20:15,15.7,536.37,7200,7.81,-51,674.3
4/13/2022 20:17,15.7,536.1,7320,7.81,-51,674
4/13/2022 20:19,15.7,536.1,7440,7.83,-52,674
4/13/2022 20:21,15.7,535.57,7560,7.83,-52,673.3
4/13/2022 20:23,15.7,535.57,7680,7.81,-51,673.3
4/13/2022 20:25,15.6,535.31,7800,7.81,-51,673
4/13/2022 20:27,15.6,535.04,7920,7.79,-50,672.7
4/13/2022 20:29,15.6,534.78,8040,7.81,-51,672.3
4/13/2022 20:31,15.6,534.25,8160,7.81,-51,671.7
4/13/2022 20:33,15.6,534.25,8280,7.79,-50,671.7
4/13/2022 20:35,15.5,533.98,8400,7.81,-51,671.3
4/13/2022 20:37,15.5,533.98,8520,7.81,-51,671.3
4/13/2022 20:39,15.5,534.25,8640,7.79,-50,671.7
4/13/2022 20:41,15.5,533.19,8760,7.81,-51,670.3
4/13/2022 20:43,15.5,532.92,8880,7.81,-51,670
4/13/2022 20:45,15.5,532.66,9000,7.79,-50,669.7
4/13/2022 20:47,15.4,532.66,9120,7.79,-50,669.7
4/13/2022 20:49,15.4,532.13,9240,7.81,-51,669
4/13/2022 20:51,15.4,532.66,9360,7.81,-51,669.7
4/13/2022 20:53,15.4,532.66,9480,7.79,-50,669.7
4/13/2022 20:55,15.4,531.86,9600,7.79,-50,668.7
4/13/2022 20:57,15.4,531.6,9720,7.79,-50,668.3
4/13/2022 20:59,15.4,531.6,9840,7.78,-49,668.3
4/13/2022 21:01,15.3,531.07,9960,7.81,-51,667.7
4/13/2022 21:03,15.3,531.07,10080,7.79,-50,667.7
4/13/2022 21:05,15.3,531.07,10200,7.79,-50,667.7
4/13/2022 21:07,15.3,530.8,10320,7.79,-50,667.3
4/13/2022 21:09,15.3,530.8,10440,7.78,-49,667.3
4/13/2022 21:11,15.2,530.54,10560,7.79,-50,667
4/13/2022 21:13,15.2,530.27,10680,7.78,-49,666.7
4/13/2022 21:15,15.2,530.01,10800,7.79,-50,666.3
4/13/2022 21:17,15.2,529.74,10920,7.78,-49,666
4/13/2022 21:19,15.2,529.48,11040,7.78,-49,665.7
4/13/2022 21:21,15.2,529.21,11160,7.78,-49,665.3
4/13/2022 21:23,15.1,529.21,11280,7.78,-49,665.3
4/13/2022 21:25,15.2,528.95,11400,7.79,-50,665
4/13/2022 21:27,15.1,528.95,11520,7.79,-50,665
4/13/2022 21:29,15.1,528.95,11640,7.79,-50,665
4/13/2022 21:31,15.1,528.68,11760,7.78,-49,664.7
4/13/2022 21:33,15.1,528.42,11880,7.78,-49,664.3
4/13/2022 21:35,15.1,528.15,12000,7.79,-50,664
4/13/2022 21:37,15.1,528.15,12120,7.78,-49,664
4/13/2022 21:39,15,527.62,12240,7.78,-49,663.3
4/13/2022 21:41,15,527.89,12360,7.78,-49,663.7
4/13/2022 21:43,15,527.35,12480,7.78,-49,663
4/13/2022 21:45,15,527.09,12600,7.78,-49,662.7
4/13/2022 21:47,15,527.09,12720,7.78,-49,662.7
4/13/2022 21:49,15,527.09,12840,7.79,-50,662.7
4/13/2022 21:51,15,527.09,12960,7.79,-50,662.7
4/13/2022 21:53,15,526.82,13080,7.78,-49,662.3
4/13/2022 21:55,14.9,526.56,13200,7.78,-49,662
4/13/2022 21:57,14.9,526.03,13320,7.78,-49,661.3
4/13/2022 21:59,14.9,526.29,13440,7.79,-50,661.7
4/13/2022 22:01,14.9,526.03,13560,7.78,-49,661.3
4/13/2022 22:03,14.9,525.76,13680,7.79,-50,661
4/13/2022 22:05,14.9,525.5,13800,7.79,-50,660.7
4/13/2022 22:07,14.8,525.5,13920,7.78,-49,660.7
4/13/2022 22:09,14.8,525.5,14040,7.78,-49,660.7
4/13/2022 22:11,14.8,525.23,14160,7.78,-49,660.3
4/13/2022 22:13,14.8,524.97,14280,7.76,-48,660
4/13/2022 22:15,14.8,524.97,14400,7.78,-49,660
4/13/2022 22:17,14.8,523.11,14520,7.78,-49,657.7
4/13/2022 22:19,14.8,524.17,14640,7.78,-49,659
4/13/2022 22:21,14.8,524.44,14760,7.78,-49,659.3
4/13/2022 22:23,14.8,524.17,14880,7.78,-49,659
4/13/2022 22:25,14.8,524.17,15000,7.78,-49,659
4/13/2022 22:27,14.7,523.64,15120,7.78,-49,658.3
4/13/2022 22:29,14.7,523.64,15240,7.79,-50,658.3
4/13/2022 22:31,14.7,523.64,15360,7.76,-48,658.3
4/13/2022 22:33,14.7,523.38,15480,7.78,-49,658
4/13/2022 22:35,14.7,523.11,15600,7.78,-49,657.7
4/13/2022 22:37,14.7,523.38,15720,7.78,-49,658
4/13/2022 22:39,14.7,522.85,15840,7.78,-49,657.3
4/13/2022 22:41,14.7,523.11,15960,7.78,-49,657.7
4/13/2022 22:43,14.7,522.85,16080,7.76,-48,657.3
4/13/2022 22:45,14.6,522.32,16200,7.78,-49,656.7
4/13/2022 22:47,14.6,522.05,16320,7.76,-48,656.3
4/13/2022 22:49,14.6,522.32,16440,7.78,-49,656.7
4/13/2022 22:51,14.6,522.05,16560,7.78,-49,656.3
4/13/2022 22:53,14.6,522.05,16680,7.78,-49,656.3
4/13/2022 22:55,14.6,521.79,16800,7.78,-49,656
4/13/2022 22:57,14.6,521.79,16920,7.78,-49,656
4/13/2022 22:59,14.6,521.79,17040,7.76,-48,656
4/13/2022 23:01,14.6,521.79,17160,7.78,-49,656
4/13/2022 23:03,14.6,521.52,17280,7.78,-49,655.7
4/13/2022 23:05,14.6,521.79,17400,7.78,-49,656
4/13/2022 23:07,14.5,521.26,17520,7.76,-48,655.3
4/13/2022 23:09,14.5,521.52,17640,7.76,-48,655.7
4/13/2022 23:11,14.5,521.26,17760,7.78,-49,655.3
4/13/2022 23:13,14.5,520.99,17880,7.78,-49,655
4/13/2022 23:15,14.5,520.99,18000,7.78,-49,655
4/13/2022 23:17,14.5,520.99,18120,7.76,-48,655
4/13/2022 23:19,14.5,520.73,18240,7.76,-48,654.7
4/13/2022 23:21,14.5,520.73,18360,7.78,-49,654.7
4/13/2022 23:23,14.5,520.73,18480,7.76,-48,654.7
4/13/2022 23:25,14.5,520.46,18600,7.78,-49,654.3
4/13/2022 23:27,14.5,520.46,18720,7.79,-50,654.3
4/13/2022 23:29,14.5,520.2,18840,7.76,-48,654
4/13/2022 23:31,14.5,520.2,18960,7.76,-48,654
4/13/2022 23:33,14.5,520.46,19080,7.78,-49,654.3
4/13/2022 23:35,14.4,520.46,19200,7.78,-49,654.3
4/13/2022 23:37,14.4,519.93,19320,7.76,-48,653.7
4/13/2022 23:39,14.4,519.93,19440,7.76,-48,653.7
4/13/2022 23:41,14.4,519.93,19560,7.78,-49,653.7
4/13/2022 23:43,14.4,519.93,19680,7.78,-49,653.7
4/13/2022 23:45,14.4,519.67,19800,7.76,-48,653.3
4/13/2022 23:47,14.4,519.67,19920,7.78,-49,653.3
4/13/2022 23:49,14.4,519.67,20040,7.79,-50,653.3
4/13/2022 23:51,14.4,519.67,20160,7.76,-48,653.3
4/13/2022 23:53,14.4,519.67,20280,7.76,-48,653.3
4/13/2022 23:55,14.4,519.4,20400,7.78,-49,653
4/13/2022 23:57,14.4,519.67,20520,7.76,-48,653.3
4/13/2022 23:59,14.4,519.14,20640,7.76,-48,652.7
4/14/2022 0:01,14.4,519.4,20760,7.78,-49,653
4/14/2022 0:03,14.4,519.14,20880,7.78,-49,652.7
4/14/2022 0:05,14.3,518.87,21000,7.76,-48,652.3
4/14/2022 0:07,14.3,519.14,21120,7.78,-49,652.7
4/14/2022 0:09,14.3,518.61,21240,7.76,-48,652
4/14/2022 0:11,14.3,519.14,21360,7.78,-49,652.7
4/14/2022 0:13,14.3,518.61,21480,7.76,-48,652
4/14/2022 0:15,14.3,518.34,21600,7.76,-48,651.7
4/14/2022 0:17,14.3,518.87,21720,7.78,-49,652.3
4/14/2022 0:19,14.3,518.87,21840,7.76,-48,652.3
4/14/2022 0:21,14.3,518.34,21960,7.78,-49,651.7
4/14/2022 0:23,14.3,518.34,22080,7.78,-49,651.7
4/14/2022 0:25,14.3,518.34,22200,7.76,-48,651.7
4/14/2022 0:27,14.3,518.34,22320,7.76,-48,651.7
4/14/2022 0:29,14.3,518.34,22440,7.74,-47,651.7
4/14/2022 0:31,14.3,518.34,22560,7.76,-48,651.7
4/14/2022 0:33,14.3,518.08,22680,7.76,-48,651.3
4/14/2022 0:35,14.3,518.08,22800,7.78,-49,651.3
4/14/2022 0:37,14.3,518.08,22920,7.78,-49,651.3
4/14/2022 0:39,14.3,517.81,23040,7.78,-49,651
4/14/2022 0:41,14.3,517.81,23160,7.76,-48,651
4/14/2022 0:43,14.3,517.54,23280,7.78,-49,650.7
4/14/2022 0:45,14.2,517.81,23400,7.76,-48,651
4/14/2022 0:47,14.2,517.28,23520,7.78,-49,650.3
4/14/2022 0:49,14.2,517.54,23640,7.76,-48,650.7
4/14/2022 0:51,14.2,517.54,23760,7.78,-49,650.7
4/14/2022 0:53,14.2,517.01,23880,7.78,-49,650
4/14/2022 0:55,14.2,516.48,24000,7.78,-49,649.3
4/14/2022 0:57,14.2,517.28,24120,7.78,-49,650.3
4/14/2022 0:59,14.2,517.28,24240,7.79,-50,650.3
4/14/2022 1:01,14.2,517.28,24360,7.78,-49,650.3
4/14/2022 1:03,14.2,517.01,24480,7.78,-49,650
4/14/2022 1:05,14.2,517.01,24600,7.78,-49,650
4/14/2022 1:07,14.2,516.75,24720,7.78,-49,649.7
4/14/2022 1:09,14.2,517.01,24840,7.76,-48,650
4/14/2022 1:11,14.2,516.75,24960,7.76,-48,649.7
4/14/2022 1:13,14.2,516.75,25080,7.78,-49,649.7
4/14/2022 1:15,14.2,516.75,25200,7.78,-49,649.7
4/14/2022 1:17,14.2,516.48,25320,7.78,-49,649.3
4/14/2022 1:19,14.1,516.48,25440,7.78,-49,649.3
4/14/2022 1:21,14.2,516.48,25560,7.78,-49,649.3
4/14/2022 1:23,14.2,516.48,25680,7.78,-49,649.3
4/14/2022 1:25,14.1,517.28,25800,7.78,-49,650.3
4/14/2022 1:27,14.1,516.22,25920,7.78,-49,649
4/14/2022 1:29,14.2,516.22,26040,7.78,-49,649
4/14/2022 1:31,14.1,515.95,26160,7.76,-48,648.7
4/14/2022 1:33,14.1,516.48,26280,7.78,-49,649.3
4/14/2022 1:35,14.1,516.22,26400,7.78,-49,649
4/14/2022 1:37,14.1,515.95,26520,7.78,-49,648.7
4/14/2022 1:39,14.1,515.69,26640,7.78,-49,648.3
4/14/2022 1:41,14.1,515.95,26760,7.76,-48,648.7
4/14/2022 1:43,14.1,515.95,26880,7.78,-49,648.7
4/14/2022 1:45,14.1,515.69,27000,7.78,-49,648.3
4/14/2022 1:47,14.1,515.69,27120,7.76,-48,648.3
4/14/2022 1:49,14.1,515.95,27240,7.79,-50,648.7
4/14/2022 1:51,14.1,515.95,27360,7.76,-48,648.7
4/14/2022 1:53,14.1,515.95,27480,7.78,-49,648.7
4/14/2022 1:55,14.1,515.95,27600,7.78,-49,648.7
4/14/2022 1:57,14.1,515.95,27720,7.76,-48,648.7
4/14/2022 1:59,14.1,515.95,27840,7.78,-49,648.7
4/14/2022 2:01,14.1,515.95,27960,7.78,-49,648.7
4/14/2022 2:03,14.1,515.69,28080,7.78,-49,648.3
4/14/2022 2:05,14.1,515.95,28200,7.78,-49,648.7
4/14/2022 2:07,14.1,515.69,28320,7.78,-49,648.3
4/14/2022 2:09,14.1,515.69,28440,7.76,-48,648.3
4/14/2022 2:11,14.1,515.69,28560,7.78,-49,648.3
4/14/2022 2:13,14.1,515.69,28680,7.78,-49,648.3
4/14/2022 2:15,14.1,515.42,28800,7.76,-48,648
4/14/2022 2:17,14.1,515.69,28920,7.78,-49,648.3
4/14/2022 2:19,14.1,515.42,29040,7.76,-48,648
4/14/2022 2:21,14.1,515.69,29160,7.78,-49,648.3
4/14/2022 2:23,14.1,515.69,29280,7.76,-48,648.3
4/14/2022 2:25,14.1,515.42,29400,7.78,-49,648
4/14/2022 2:27,14.1,515.69,29520,7.78,-49,648.3
4/14/2022 2:29,14.1,515.69,29640,7.78,-49,648.3
4/14/2022 2:31,14.1,515.16,29760,7.78,-49,647.7
4/14/2022 2:33,14.1,515.42,29880,7.78,-49,648
4/14/2022 2:35,14.1,515.42,30000,7.78,-49,648
4/14/2022 2:37,14.1,515.42,30120,7.78,-49,648
4/14/2022 2:39,14.1,515.42,30240,7.78,-49,648
4/14/2022 2:41,14.1,515.69,30360,7.78,-49,648.3
4/14/2022 2:43,14.1,515.42,30480,7.78,-49,648
4/14/2022 2:45,14.1,515.42,30600,7.76,-48,648
4/14/2022 2:47,14.1,514.89,30720,7.76,-48,647.3
4/14/2022 2:49,14.1,515.42,30840,7.78,-49,648
4/14/2022 2:51,14.1,515.16,30960,7.76,-48,647.7
4/14/2022 2:53,14.1,515.16,31080,7.78,-49,647.7
4/14/2022 2:55,14.1,515.42,31200,7.78,-49,648
4/14/2022 2:57,14.1,515.42,31320,7.76,-48,648
4/14/2022 2:59,14.1,515.42,31440,7.78,-49,648
4/14/2022 3:01,14.1,515.42,31560,7.76,-48,648
4/14/2022 3:03,14.1,515.42,31680,7.76,-48,648
4/14/2022 3:05,14.1,515.42,31800,7.78,-49,648
4/14/2022 3:07,14.1,515.42,31920,7.78,-49,648
4/14/2022 3:09,14.1,515.69,32040,7.78,-49,648.3
4/14/2022 3:11,14.1,515.16,32160,7.78,-49,647.7
4/14/2022 3:13,14.1,514.89,32280,7.76,-48,647.3
4/14/2022 3:15,14,514.89,32400,7.78,-49,647.3
4/14/2022 3:17,14.1,515.16,32520,7.76,-48,647.7
4/14/2022 3:19,14,514.89,32640,7.78,-49,647.3
4/14/2022 3:21,14,514.63,32760,7.74,-47,647
4/14/2022 3:23,14,514.63,32880,7.76,-48,647
4/14/2022 3:25,14,514.63,33000,7.78,-49,647
4/14/2022 3:27,14,514.36,33120,7.78,-49,646.7
4/14/2022 3:29,14,514.1,33240,7.78,-49,646.3
4/14/2022 3:31,14,514.1,33360,7.78,-49,646.3
4/14/2022 3:33,14,513.83,33480,7.78,-49,646
4/14/2022 3:35,14,514.1,33600,7.78,-49,646.3
4/14/2022 3:37,14,514.1,33720,7.79,-50,646.3
4/14/2022 3:39,14,513.57,33840,7.78,-49,645.7
4/14/2022 3:41,14,513.57,33960,7.78,-49,645.7
4/14/2022 3:43,14,513.57,34080,7.78,-49,645.7
4/14/2022 3:45,14,513.3,34200,7.78,-49,645.3
4/14/2022 3:47,14,513.57,34320,7.76,-48,645.7
4/14/2022 3:49,14,513.04,34440,7.78,-49,645
4/14/2022 3:51,14,512.77,34560,7.76,-48,644.7
4/14/2022 3:53,14,512.77,34680,7.78,-49,644.7
4/14/2022 3:55,14,512.77,34800,7.78,-49,644.7
4/14/2022 3:57,14,512.77,34920,7.76,-48,644.7
4/14/2022 3:59,14,512.51,35040,7.78,-49,644.3
4/14/2022 4:01,13.9,512.51,35160,7.76,-48,644.3
4/14/2022 4:03,13.9,512.77,35280,7.76,-48,644.7
4/14/2022 4:05,14,512.51,35400,7.78,-49,644.3
4/14/2022 4:07,13.9,512.51,35520,7.78,-49,644.3
4/14/2022 4:09,13.9,512.24,35640,7.78,-49,644
4/14/2022 4:11,13.9,511.98,35760,7.76,-48,643.7
4/14/2022 4:13,13.9,511.45,35880,7.78,-49,643
4/14/2022 4:15,13.9,510.92,36000,7.78,-49,642.3
4/14/2022 4:17,13.9,511.71,36120,7.78,-49,643.3
4/14/2022 4:19,13.9,511.71,36240,7.79,-50,643.3
4/14/2022 4:21,13.9,511.71,36360,7.76,-48,643.3
4/14/2022 4:23,13.9,511.45,36480,7.78,-49,643
4/14/2022 4:25,13.9,511.45,36600,7.78,-49,643
4/14/2022 4:27,13.9,511.18,36720,7.78,-49,642.7
4/14/2022 4:29,13.9,511.71,36840,7.76,-48,643.3
4/14/2022 4:31,13.9,511.71,36960,7.76,-48,643.3
4/14/2022 4:33,13.9,511.18,37080,7.76,-48,642.7
4/14/2022 4:35,13.9,511.71,37200,7.78,-49,643.3
4/14/2022 4:37,13.9,510.92,37320,7.76,-48,642.3
4/14/2022 4:39,13.9,511.18,37440,7.78,-49,642.7
4/14/2022 4:41,13.9,508,37560,7.78,-49,638.7
4/14/2022 4:43,13.9,511.18,37680,7.76,-48,642.7
4/14/2022 4:45,13.9,511.18,37800,7.76,-48,642.7
4/14/2022 4:47,13.8,510.92,37920,7.76,-48,642.3
4/14/2022 4:49,13.8,511.18,38040,7.76,-48,642.7
4/14/2022 4:51,13.8,510.92,38160,7.78,-49,642.3
4/14/2022 4:53,13.8,510.92,38280,7.76,-48,642.3
4/14/2022 4:55,13.8,510.65,38400,7.76,-48,642
4/14/2022 4:57,13.8,510.92,38520,7.78,-49,642.3
4/14/2022 4:59,13.8,510.92,38640,7.78,-49,642.3
4/14/2022 5:01,13.8,510.65,38760,7.78,-49,642
4/14/2022 5:03,13.8,510.39,38880,7.76,-48,641.7
4/14/2022 5:05,13.8,510.12,39000,7.78,-49,641.3
4/14/2022 5:07,13.8,510.12,39120,7.76,-48,641.3
4/14/2022 5:09,13.8,509.86,39240,7.76,-48,641
4/14/2022 5:11,13.8,509.59,39360,7.76,-48,640.7
4/14/2022 5:13,13.7,509.33,39480,7.78,-49,640.3
4/14/2022 5:15,13.7,509.33,39600,7.74,-47,640.3
4/14/2022 5:17,13.7,509.33,39720,7.76,-48,640.3
4/14/2022 5:19,13.7,509.33,39840,7.76,-48,640.3
4/14/2022 5:21,13.7,509.06,39960,7.76,-48,640
4/14/2022 5:23,13.7,509.06,40080,7.78,-49,640
4/14/2022 5:25,13.7,509.06,40200,7.74,-47,640
4/14/2022 5:27,13.7,509.06,40320,7.76,-48,640
4/14/2022 5:29,13.7,508.53,40440,7.78,-49,639.3
4/14/2022 5:31,13.7,508.53,40560,7.76,-48,639.3
4/14/2022 5:33,13.7,508.27,40680,7.76,-48,639
4/14/2022 5:35,13.7,508.27,40800,7.76,-48,639
4/14/2022 5:37,13.7,508.27,40920,7.76,-48,639
4/14/2022 5:39,13.7,508,41040,7.76,-48,638.7
4/14/2022 5:41,13.6,508,41160,7.76,-48,638.7
4/14/2022 5:43,13.7,508,41280,7.74,-47,638.7
4/14/2022 5:45,13.6,507.47,41400,7.78,-49,638
4/14/2022 5:47,13.6,507.47,41520,7.76,-48,638
4/14/2022 5:49,13.6,507.47,41640,7.76,-48,638
4/14/2022 5:51,13.6,507.47,41760,7.76,-48,638
4/14/2022 5:53,13.6,507.47,41880,7.78,-49,638
4/14/2022 5:55,13.6,506.94,42000,7.76,-48,637.3
4/14/2022 5:57,13.6,506.67,42120,7.76,-48,637
4/14/2022 5:59,13.6,506.67,42240,7.76,-48,637
4/14/2022 6:01,13.6,506.41,42360,7.74,-47,636.7
4/14/2022 6:03,13.6,506.14,42480,7.76,-48,636.3
4/14/2022 6:05,13.6,506.14,42600,7.76,-48,636.3
4/14/2022 6:07,13.5,506.14,42720,7.76,-48,636.3
4/14/2022 6:09,13.5,506.14,42840,7.78,-49,636.3
4/14/2022 6:11,13.5,505.88,42960,7.78,-49,636
4/14/2022 6:13,13.5,505.88,43080,7.76,-48,636
4/14/2022 6:15,13.5,506.14,43200,7.76,-48,636.3
4/14/2022 6:17,13.5,505.88,43320,7.78,-49,636
4/14/2022 6:19,13.5,507.2,43440,7.76,-48,637.7
4/14/2022 6:21,13.5,506.14,43560,7.78,-49,636.3
4/14/2022 6:23,13.5,506.14,43680,7.76,-48,636.3
4/14/2022 6:25,13.5,505.61,43800,7.76,-48,635.7
4/14/2022 6:27,13.5,505.88,43920,7.76,-48,636
4/14/2022 6:29,13.5,505.88,44040,7.78,-49,636
4/14/2022 6:31,13.5,506.14,44160,7.78,-49,636.3
4/14/2022 6:33,13.5,506.14,44280,7.78,-49,636.3
4/14/2022 6:35,13.5,506.14,44400,7.76,-48,636.3
4/14/2022 6:37,13.5,505.88,44520,7.78,-49,636
4/14/2022 6:39,13.5,506.14,44640,7.78,-49,636.3
4/14/2022 6:41,13.5,506.14,44760,7.76,-48,636.3
4/14/2022 6:43,13.5,506.41,44880,7.76,-48,636.7
4/14/2022 6:45,13.5,506.41,45000,7.76,-48,636.7
4/14/2022 6:47,13.5,506.41,45120,7.78,-49,636.7
4/14/2022 6:49,13.5,506.14,45240,7.76,-48,636.3
4/14/2022 6:51,13.5,506.41,45360,7.76,-48,636.7
4/14/2022 6:53,13.5,506.41,45480,7.76,-48,636.7
4/14/2022 6:55,13.5,505.88,45600,7.78,-49,636
4/14/2022 6:57,13.5,506.41,45720,7.78,-49,636.7
4/14/2022 6:59,13.5,506.41,45840,7.74,-47,636.7
4/14/2022 7:01,13.5,506.41,45960,7.76,-48,636.7
4/14/2022 7:03,13.5,506.41,46080,7.76,-48,636.7
4/14/2022 7:05,13.5,506.41,46200,7.76,-48,636.7
4/14/2022 7:07,13.5,506.41,46320,7.76,-48,636.7
4/14/2022 7:09,13.5,506.41,46440,7.78,-49,636.7
4/14/2022 7:11,13.5,506.41,46560,7.78,-49,636.7
4/14/2022 7:13,13.5,506.67,46680,7.76,-48,637
4/14/2022 7:15,13.5,506.67,46800,7.76,-48,637
4/14/2022 7:17,13.5,506.94,46920,7.78,-49,637.3
4/14/2022 7:19,13.5,506.67,47040,7.76,-48,637
4/14/2022 7:21,13.5,506.94,47160,7.76,-48,637.3
4/14/2022 7:23,13.5,507.2,47280,7.76,-48,637.7
4/14/2022 7:25,13.5,507.2,47400,7.78,-49,637.7
4/14/2022 7:27,13.5,508.8,47520,7.76,-48,639.7
4/14/2022 7:29,13.5,507.2,47640,7.78,-49,637.7
4/14/2022 7:31,13.5,507.47,47760,7.78,-49,638
4/14/2022 7:33,13.5,507.47,47880,7.76,-48,638
4/14/2022 7:35,13.5,507.47,48000,7.76,-48,638
4/14/2022 7:37,13.6,507.47,48120,7.78,-49,638
4/14/2022 7:39,13.5,507.47,48240,7.76,-48,638
4/14/2022 7:41,13.6,507.47,48360,7.76,-48,638
4/14/2022 7:43,13.5,507.47,48480,7.76,-48,638
4/14/2022 7:45,13.6,507.47,48600,7.78,-49,638
4/14/2022 7:47,13.6,507.47,48720,7.76,-48,638
4/14/2022 7:49,13.6,507.47,48840,7.78,-49,638
4/14/2022 7:51,13.6,507.47,48960,7.76,-48,638
4/14/2022 7:53,13.6,507.73,49080,7.78,-49,638.3
4/14/2022 7:55,13.6,507.73,49200,7.78,-49,638.3
4/14/2022 7:57,13.6,508,49320,7.76,-48,638.7
4/14/2022 7:59,13.6,508,49440,7.76,-48,638.7
4/14/2022 8:01,13.6,508,49560,7.78,-49,638.7
4/14/2022 8:03,13.6,508,49680,7.78,-49,638.7
4/14/2022 8:05,13.6,508.27,49800,7.76,-48,639
4/14/2022 8:07,13.6,508.53,49920,7.78,-49,639.3
4/14/2022 8:09,13.6,508.53,50040,7.78,-49,639.3
4/14/2022 8:11,13.6,508.53,50160,7.76,-48,639.3
4/14/2022 8:13,13.6,508.8,50280,7.78,-49,639.7
4/14/2022 8:15,13.6,508.53,50400,7.78,-49,639.3
4/14/2022 8:17,13.6,508.53,50520,7.78,-49,639.3
4/14/2022 8:19,13.7,509.06,50640,7.78,-49,640
4/14/2022 8:21,13.7,509.06,50760,7.78,-49,640
4/14/2022 8:23,13.7,509.33,50880,7.78,-49,640.3
4/14/2022 8:25,13.7,509.06,51000,7.78,-49,640
4/14/2022 8:27,13.7,509.33,51120,7.79,-50,640.3
4/14/2022 8:29,13.7,509.33,51240,7.78,-49,640.3
4/14/2022 8:31,13.7,509.59,51360,7.78,-49,640.7
4/14/2022 8:33,13.7,509.59,51480,7.78,-49,640.7
